,SK_ID_CURR
302890,450922
187066,316861
167276,293911
208720,341912
258661,399337
251605,391126
305154,453548
78155,190610
253898,393790
224845,360431
288934,434733
248223,387190
27600,132080
225639,361356
257014,397418
67719,178535
121293,240622
162694,288613
241039,379096
139030,261210
179498,308004
230245,366691
74846,186804
109460,226945
44189,151191
11304,113166
229456,365764
209603,342927
276895,420914
273680,417206
218335,352955
280447,424918
204827,337450
198554,330212
163557,289597
248247,387216
200689,332635
174669,302417
268688,411374
101577,217935
129925,250698
157758,282861
86675,200599
103070,219644
66984,177672
73488,185216
33364,138654
123304,242993
142884,265668
284143,429063
59729,169236
89029,203373
125541,245582
284047,428954
231185,367771
77783,190178
1627,101909
30959,135935
85348,199025
2507,102924
246048,384740
150925,274947
96199,211682
98031,213816
122224,241710
55486,164294
137171,259091
274330,417963
150415,274370
106276,223303
209769,343105
80258,193043
271434,414674
157943,283085
267472,409887
176401,304404
110215,227841
244107,382560
252747,392461
173042,300532
259033,399769
33013,138258
258882,399594
231576,368230
293882,440478
140586,263013
24304,128269
174193,301866
149075,272839
61204,170977
228307,364449
221130,356162
192336,323029
257395,397864
270278,413245
17014,119849
114583,232872
291253,437408
111006,228779
202771,335059
275657,419436
96787,212361
280818,425302
95741,211145
291354,437533
132892,254137
58955,168337
118008,236841
143203,266048
60974,170710
15533,118128
57389,166506
253622,393471
127220,247533
183283,312438
93516,208597
279022,423258
107689,224935
155721,280509
116892,235552
249817,389049
156625,281543
44960,152081
85289,198955
178268,306579
271196,414398
163981,290092
74884,186847
77269,189595
196952,328359
279445,423762
52174,160420
196179,327474
33931,139324
207682,340722
299996,447542
10615,112369
226644,362525
269999,412919
42156,148801
135852,257570
285086,430167
260497,401468
245147,383727
178378,306702
236097,373463
246272,385012
23550,127403
93097,208099
136310,258106
148614,272312
216617,350993
202999,335334
211674,345294
28111,132675
65550,176020
266832,409136
293693,440258
93156,208175
300523,448162
232011,368734
280299,424719
73795,185573
156590,281505
37023,142886
103120,219696
6208,107250
234714,371890
71622,183056
193383,324254
117,100137
252585,392267
76712,188958
69083,180123
208655,341842
283773,428638
300917,448620
115842,234342
23501,127347
43900,150836
180545,309237
88124,202304
150121,274030
78292,190765
164553,290754
32252,137394
174877,302656
216186,350490
55189,163945
65895,176408
131347,252336
267216,409603
177199,305343
204037,336548
44968,152090
307130,455826
93532,208613
183655,312869
198618,330283
42362,149033
154152,278663
101819,218214
232435,369219
126438,246637
289898,435852
291108,437236
269052,411795
134134,255563
7609,108871
226354,362183
24317,128286
4293,105021
215973,350246
177617,305828
240118,378083
106581,223661
294994,441755
30432,135319
262679,404130
113600,231744
254590,394605
307003,455683
53939,162497
30741,135681
29204,133921
47879,155454
22551,126243
248234,387203
84602,198152
281656,426280
92397,207288
96025,211482
2626,103066
218982,353687
141086,263577
128135,248629
44489,151544
86309,200164
18349,121404
184842,314255
198302,329921
52431,160718
234350,371463
129220,249885
199919,331762
207574,340598
227552,363575
259057,399796
86617,200522
223928,359361
98394,214235
286315,431600
13996,116318
123147,242802
296834,443903
99497,215510
86655,200571
72363,183918
50630,158625
65859,176370
206007,338783
229550,365871
177583,305789
171430,298679
182797,311871
101481,217824
202415,334650
244179,382634
300450,448081
193663,324574
248472,387479
273542,417064
204684,337288
20726,124156
256387,396688
219958,354816
13247,115445
24230,128185
152321,276552
214564,348629
48153,155770
15063,117588
274463,418130
191443,321981
175001,302794
210212,343607
233736,370738
36016,141720
26452,130753
267580,410012
13446,115674
178358,306680
143948,266911
275891,419687
46014,153315
132066,253170
250272,389582
173428,300977
91295,206024
281996,426632
63399,173525
288501,434231
174904,302686
11654,113581
39793,146083
244279,382738
195218,326366
60697,170387
153880,278342
78945,191516
147718,271277
105328,222220
172607,300018
231432,368070
159799,285240
103010,219571
73398,185105
22474,126151
72181,183710
276432,420335
64150,174388
145713,268954
299281,446714
144578,267645
14683,117130
86679,200604
217888,352444
214262,348288
266565,408820
276142,420001
55060,163795
300881,448576
4817,105628
130576,251452
203070,335417
251168,390624
237333,374899
139673,261949
255280,395384
152628,276900
219840,354683
98986,214932
284680,429700
304454,452736
94326,209525
59770,169286
128683,249260
151771,275917
243691,382096
255521,395666
264493,406313
208012,341101
206549,339404
42186,148835
293516,440046
248703,387733
218249,352857
194039,324999
168276,295059
217616,352147
303617,451777
253809,393688
161047,286692
186422,316119
130573,251449
261914,403174
85175,198822
161267,286950
184388,313721
291934,438203
121907,241335
105119,221979
291800,438049
306001,454535
251811,391365
144814,267921
98022,213806
223650,359045
69648,180783
109385,226863
263153,404712
241691,379851
150219,274143
107720,224972
19813,123107
74918,186884
160113,285613
51789,159976
926,101069
304110,452344
38739,144869
12669,114768
110454,228128
59999,169568
66633,177269
157548,282616
164662,290870
219856,354702
92268,207138
10598,112346
90223,204747
20673,124101
178771,307160
162953,288909
162345,288208
89658,204095
39209,145409
67383,178141
7475,108716
208812,342017
294436,441115
181807,310729
248512,387521
90511,205083
13034,115192
267064,409419
292032,438314
123389,243087
227874,363951
57791,166976
66515,177137
133991,255400
305104,453489
306467,455072
233583,370555
196395,327716
2395,102800
178451,306785
177103,305236
191369,321889
21845,125451
261778,403034
198963,330674
190295,320635
58814,168182
169310,296235
71050,182405
99914,215996
202582,334840
185059,314517
157303,282340
246136,384845
9689,111273
10856,112636
264144,405877
160406,285950
83109,196393
6634,107743
155363,280101
282107,426746
101950,218361
44176,151175
31645,136703
265046,406929
34553,140044
144465,267512
179864,308435
119879,239009
2013,102360
203173,335543
207865,340932
113857,232048
277063,421083
105676,222614
254028,393949
306231,454807
306847,455510
36848,142675
62919,172978
224195,359668
303536,451677
156,100183
227142,363096
181349,310180
85723,199475
122796,242372
70228,181464
75476,187531
129747,250488
45649,152880
38157,144188
47830,155398
256759,397123
90695,205305
254095,394028
99737,215786
257736,398257
268665,411347
16413,119142
109579,227085
140976,263448
2284,102675
172945,300415
43728,150622
150475,274440
95650,211042
60438,170071
173827,301448
127212,247524
270885,414027
215463,349659
173051,300541
249708,388927
158051,283217
156779,281718
99841,215906
239913,377828
171858,299173
220490,355435
61370,171171
92542,207462
117733,236516
136141,257914
286631,431979
201469,333539
43028,149813
207902,340973
70854,182185
6533,107618
70526,181819
98256,214080
230349,366816
292090,438377
130881,251808
241690,379850
189213,319374
116110,234644
73260,184942
200363,332271
36867,142701
7177,108352
75923,188048
305961,454491
147141,270601
170673,297801
138630,260757
48726,156425
107611,224839
96430,211944
219649,354460
101019,217289
69981,181177
121168,240480
53750,162266
171731,299028
247518,386422
19490,122727
13873,116173
196934,328339
157779,282884
273611,417133
296503,443521
234253,371349
146792,270194
7874,109183
262112,403407
110052,227639
239669,377530
3780,104418
281500,426119
275160,418896
226203,361998
197373,328839
60103,169691
284780,429812
247665,386579
118296,237178
163575,289619
181995,310947
123348,243044
255782,395978
186788,316542
120987,240271
77249,189572
170361,297448
159353,284735
105800,222764
161122,286781
89676,204114
133514,254851
284092,429005
3365,103932
226002,361767
259289,400074
300795,448480
175536,303407
37049,142914
203656,336106
266179,408339
218418,353056
178621,306987
80319,193115
37233,143128
275480,419256
26491,130799
288213,433887
72209,183743
137219,259143
211410,344987
305904,454426
20340,123731
140086,262438
298565,445890
73290,184979
293126,439590
144500,267554
124248,244083
94672,209930
79709,192399
153284,277670
117657,236431
288551,434287
9682,111264
275283,419022
118850,237820
82022,195122
201902,334038
124037,243843
290926,437027
6201,107240
216296,350620
85173,198820
111186,229001
149606,273448
5248,106138
126817,247071
42692,149424
170033,297067
306131,454689
9748,111348
214030,348013
114948,233286
188377,318398
225981,361746
174598,302334
89213,203582
274316,417945
301876,449729
180675,309386
185524,315064
183936,313195
150905,274924
24476,128476
123507,243228
128706,249286
255506,395649
214117,348114
196571,327925
92740,207679
198019,329589
256538,396860
209820,343161
80445,193258
7494,108736
2956,103448
139822,262134
236192,373576
100494,216667
122751,242318
140534,262955
223366,358711
261815,403071
78768,191316
255892,396105
116492,235093
9242,110749
296127,443084
302020,449908
226045,361815
196487,327827
196942,328349
143149,265981
243997,382439
257888,398438
211764,345397
82354,195510
228479,364641
107910,225192
220993,356005
10031,111672
40197,146563
17792,120745
283006,427797
139351,261576
96075,211538
173954,301591
133281,254576
189338,319518
131423,252422
1452,101707
77525,189885
85749,199502
40122,146473
212624,346399
57408,166530
189524,319740
132588,253782
41640,148211
139838,262151
147313,270800
295807,442712
192520,323248
10066,111718
200462,332383
140363,262764
85462,199165
145506,268717
195488,326678
193729,324648
152981,277310
191984,322619
254836,394882
176789,304865
37692,143660
197884,329432
197036,328453
122378,241884
234746,371928
263389,404959
139657,261932
79260,191885
56212,165132
212905,346718
217808,352355
247035,385856
304440,452720
244740,383274
160172,285680
82981,196241
26631,130958
113399,231512
236744,374217
9606,111163
226397,362237
155758,280551
127425,247772
248951,388021
190268,320605
41478,148019
206258,339071
259840,400694
166352,292856
225613,361323
75852,187960
66880,177550
204142,336667
44467,151517
296590,443624
115772,234259
126366,246546
31349,136373
42704,149439
299186,446601
29509,134264
95265,210605
287581,433124
175575,303452
297926,445156
25887,130099
89891,204376
92223,207089
248577,387601
301024,448744
244314,382773
174926,302711
117974,236802
283330,428128
46439,153791
54439,163067
149811,273677
255026,395093
34516,139994
27970,132517
36620,142413
227044,362985
256321,396607
25237,129356
167339,293986
96607,212153
4071,104762
7140,108311
195051,326175
149207,272986
66053,176602
74475,186366
22431,126104
99107,215068
243298,381652
263750,405384
272929,416397
252588,392271
256573,396902
51262,159360
83203,196503
238058,375706
101099,217381
39738,146016
301698,449521
5654,106616
147153,270615
214414,348456
157424,282480
107199,224375
229851,366227
21637,125206
91317,206050
258533,399194
206949,339869
36170,141888
244066,382514
134184,255625
89112,203468
239169,377009
269743,412609
62923,172982
281152,425725
99574,215605
52048,160277
269560,412390
224180,359651
6790,107920
12471,114536
71942,183423
85959,199743
21997,125623
281504,426123
76959,189236
232490,369282
123994,243793
45072,152212
271344,414563
132091,253197
245256,383846
152761,277049
147472,270996
135962,257704
226805,362715
117474,236217
246466,385257
278507,422680
178110,306400
286645,431996
102042,218466
299127,446532
206722,339607
231957,368674
30811,135766
168176,294943
29949,134767
239448,377296
203035,335378
177611,305821
144471,267519
77746,190137
220907,355905
249999,389257
201290,333323
267023,409370
165193,291495
181364,310202
231413,368049
83136,196425
66520,177143
225877,361629
259750,400596
36467,142238
215616,349831
247075,385917
12987,115138
217340,351821
179415,307901
288435,434143
209011,342253
119944,239089
32130,137255
65450,175905
111378,229226
187462,317315
117656,236430
297192,444312
235005,372218
200042,331899
223672,359070
274035,417651
288799,434576
266674,408946
267176,409561
297273,444405
208345,341492
22531,126220
67886,178720
106136,223147
189278,319447
288563,434300
240212,378203
144451,267495
198478,330120
80410,193219
227143,363097
45403,152587
92855,207814
24616,128637
82893,196141
190640,321046
112665,230693
117524,236275
122397,241907
176250,304229
20744,124178
57810,167000
58329,167615
141952,264591
250179,389462
243064,381362
204399,336965
279301,423543
76066,188212
157508,282573
37916,143914
116862,235521
261556,402763
257408,397877
36720,142531
129637,250360
256433,396741
80109,192867
271914,415248
244154,382609
127608,247997
67957,178806
62199,172137
13443,115670
156557,281470
302639,450629
305681,454159
105348,222242
225951,361715
64102,174333
89913,204400
228095,364200
147115,270570
10962,112761
71590,183018
298193,445460
122552,242085
143937,266900
214327,348359
286077,431322
97042,212644
41347,147873
227746,363803
200814,332778
267477,409893
183347,312513
61797,171667
16382,119107
9198,110698
45963,153257
95797,211215
35483,141101
128296,248818
20877,124329
232821,369658
60323,169939
174553,302282
127402,247745
58297,167581
219734,354553
36066,141776
53817,162353
176003,303948
261424,402591
24214,128162
257185,397619
166952,293547
224033,359483
128181,248681
53179,161589
52699,161039
298719,446069
239514,377366
30542,135450
196146,327438
58006,167240
10175,111847
208861,342068
14290,116669
17003,119835
82868,196113
30475,135368
99305,215296
178428,306760
229501,365815
254513,394516
225463,361149
197453,328929
82691,195898
279506,423824
282347,426995
57002,166068
273427,416948
224734,360299
171686,298976
59843,169376
304656,452967
45557,152762
72139,183663
58106,167358
170716,297848
306909,455579
71423,182828
185657,315224
90185,204705
179025,307457
64354,174628
235027,372242
284158,429084
49847,157702
240206,378197
23345,127162
198036,329608
200433,332352
83164,196457
4103,104798
255116,395195
41589,148153
231014,367576
186183,315839
21604,125165
266348,408562
83904,197310
63676,173843
103526,220159
140909,263377
82809,196044
290962,437065
229054,365307
267379,409783
179268,307733
46849,154267
277281,421305
116130,234669
84917,198515
118106,236954
138795,260941
45898,153177
163727,289794
151733,275873
65523,175989
304582,452883
229426,365733
213593,347506
221641,356748
28799,133460
296579,443609
55265,164035
127445,247801
65738,176229
35860,141538
305860,454371
260452,401410
167580,294265
257578,398069
175198,303018
53234,161649
17501,120407
100038,216136
191437,321973
206557,339416
73177,184841
225218,360867
264235,405986
278506,422679
89386,203778
193695,324610
92712,207650
74439,186328
84983,198590
223583,358966
52171,160416
202909,335220
242982,381276
187371,317209
64922,175283
251584,391103
186799,316555
151576,275697
241607,379763
176764,304837
283909,428792
210620,344074
208647,341833
266403,408630
43325,150151
176301,304287
192428,323136
114677,232979
67516,178294
263489,405076
148719,272428
21803,125402
192834,323625
104591,221376
223763,359169
122710,242271
280406,424877
254849,394896
135932,257670
298736,446087
96286,211784
14875,117363
35542,141168
49646,157472
205710,338446
120558,239783
111686,229569
32613,137800
135774,257475
188844,318935
282132,426771
68055,178920
233545,370510
146026,269320
62502,172478
176371,304365
27899,132433
148922,272659
34526,140008
125360,245379
91039,205716
68775,179771
45238,152399
142935,265727
196283,327586
175109,302918
119221,238244
32033,137146
233706,370703
139941,262268
250054,389318
75846,187954
92213,207078
29327,134060
257070,397486
157029,282013
24039,127954
183521,312717
87228,201235
209161,342424
212314,346038
304077,452304
265563,407578
119354,238403
274204,417824
58104,167356
268586,411257
153495,277918
176958,305063
184347,313675
63548,173695
190118,320439
10542,112278
21602,125162
19258,122470
162770,288700
150424,274381
119846,238974
10614,112368
64017,174231
52598,160913
172567,299968
298723,446073
223989,359431
75419,187466
304384,452652
125113,245091
38572,144676
219794,354628
253781,393653
74229,186081
164138,290283
237176,374713
287764,433334
16841,119641
136755,258613
231182,367767
111047,228833
129777,250524
187508,317371
77186,189499
166639,293184
49106,156856
158310,283530
246982,385801
98625,214515
51968,160187
114780,233092
305836,454344
45696,152937
47556,155084
287098,432542
45962,153256
190262,320599
305055,453432
116963,235630
184337,313662
44026,150988
162027,287834
148630,272329
197758,329285
157416,282470
174897,302679
109477,226966
153983,278463
170648,297772
4565,105337
265080,406990
179939,308524
25653,129834
194527,325561
98362,214197
97711,213453
47023,154464
92820,207775
107865,225140
236006,373364
216127,350422
154619,279220
203612,336054
200784,332743
95352,210704
300101,447665
18055,121057
247233,386082
30672,135600
253124,392895
251828,391385
262405,403773
53959,162524
42817,149572
239799,377668
32021,137133
22330,125994
198332,329954
153857,278317
273882,417489
85591,199322
149774,273637
53064,161457
117359,236097
216762,351158
91243,205965
105967,222952
52819,161178
257769,398299
29271,133997
128860,249468
146319,269649
62044,171956
109624,227136
211883,345537
127614,248003
138100,260158
38454,144527
30447,135334
102579,219079
129641,250366
59284,168709
70189,181424
60002,169572
238121,375770
286249,431525
7806,109106
217473,351982
217749,352292
121724,241122
128358,248889
92842,207799
74114,185946
13152,115327
193446,324329
276544,420472
41628,148196
3490,104075
295046,441818
151120,275171
293430,439948
291465,437664
129076,249721
30265,135127
52302,160564
203431,335840
17519,120429
134133,255562
85145,198786
121265,240591
182418,311431
103152,219731
58898,168273
11898,113869
52806,161163
15471,118056
221424,356493
270897,414039
251888,391455
94639,209891
174369,302070
212508,346263
130844,251764
294108,440733
272626,416051
76032,188173
290762,436842
106787,223895
256694,397040
215030,349164
118065,236909
228771,364985
155522,280272
178166,306463
50152,158064
236488,373916
87753,201865
55274,164045
158320,283540
92644,207577
31140,136139
116401,234984
207573,340597
214759,348853
274887,418589
67826,178656
307198,455903
52371,160647
64332,174602
223788,359199
99562,215592
182466,311483
189754,320015
155081,279761
128935,249554
60575,170237
8412,109800
263090,404647
120161,239341
55804,164655
2552,102977
245541,384156
63362,173482
148721,272430
37543,143488
57658,166817
108857,226254
93042,208041
61172,170937
250048,389312
235947,373298
241561,379713
52612,160932
302143,450047
137684,259675
259664,400497
128277,248799
29275,134001
185613,315170
260691,401689
202344,334567
103244,219834
298621,445956
55319,164094
246930,385749
159846,285294
234838,372030
200996,332990
193747,324668
80574,193408
45513,152711
232823,369661
118997,237983
79644,192326
243440,381837
110172,227786
38374,144440
56662,165665
89303,203682
187031,316820
191143,321626
228083,364187
220500,355446
184636,314017
144151,267141
182765,311836
284079,428992
224844,360430
170434,297536
178002,306281
108318,225649
228893,365125
34907,140449
136934,258822
187317,317149
196943,328350
1258,101485
12986,115137
150651,274640
246915,385734
124679,244593
3383,103951
199715,331529
195987,327254
304617,452922
113153,231236
209676,343006
203570,336008
133214,254502
243766,382201
299356,446805
271310,414524
128186,248686
47942,155523
267981,410509
118785,237745
254022,393941
144740,267832
269801,412687
209064,342317
275846,419635
183176,312311
14575,117006
73241,184922
4313,105045
195928,327180
143596,266509
284983,430044
174705,302461
214839,348943
263594,405198
74240,186093
163458,289487
62304,172253
87410,201450
221044,356066
100215,216336
245655,384294
292520,438877
75976,188107
218016,352593
66927,177607
230925,367470
222746,358006
289350,435221
149970,273853
151423,275526
83668,197038
221906,357062
176587,304626
229165,365428
149219,272999
282096,426735
285377,430507
86327,200184
202503,334751
278274,422409
168463,295272
24326,128298
274478,418146
65487,175945
3427,104002
176643,304691
284657,429675
131171,252136
127123,247425
105815,222782
284903,429955
270849,413979
265239,407179
199614,331415
252118,391718
148422,272093
228998,365244
87600,201678
178228,306530
67131,177851
200872,332847
268328,410929
176143,304108
36222,141942
110348,227999
175990,303932
64300,174566
61568,171410
84013,197446
266400,408623
104365,221121
97164,212798
63460,173594
35322,140915
45234,152394
102544,219038
92081,206926
73613,185368
267978,410506
272460,415881
285276,430390
181999,310951
233842,370864
130593,251472
31373,136399
77383,189723
140895,263362
67825,178655
124362,244219
202640,334908
1990,102332
179914,308494
144083,267062
86123,199939
181728,310633
85572,199296
135966,257708
132017,253114
92201,207064
145990,269278
61752,171615
202653,334922
197802,329333
106161,223174
159286,284660
66035,176582
211419,344997
191251,321750
232358,369129
295817,442726
118359,237244
178499,306839
264603,406432
92045,206885
80919,193822
283478,428325
205373,338059
138188,260254
39515,145753
304586,452887
14967,117473
84804,198392
19849,123151
47006,154446
286014,431251
5208,106094
200692,332638
6118,107152
139390,261618
243116,381420
16882,119686
240682,378716
50841,158876
79160,191763
152545,276804
239475,377323
104880,221704
77460,189812
197732,329257
168444,295248
237610,375222
110145,227755
250755,390145
175380,303232
38329,144389
45058,152197
47750,155305
236302,373704
32202,137335
53669,162174
109164,226610
31103,136098
197987,329551
9329,110846
287363,432864
10441,112158
273038,416513
205605,338328
120807,240064
269814,412700
40258,146636
53059,161452
280720,425199
97110,212732
291319,437487
258172,398762
220354,355269
73498,185228
280738,425217
255791,395988
16366,119087
272435,415855
251899,391467
90059,204560
112865,230914
168645,295484
208540,341710
280490,424962
156700,281626
70099,181319
171296,298523
198448,330087
138549,260667
268593,411264
222696,357950
101126,217411
26382,130674
187347,317180
185754,315341
207995,341082
14257,116629
24074,127998
305419,453855
181754,310666
97979,213759
87057,201037
103191,219771
36613,142404
148982,272731
212422,346168
214469,348519
227831,363904
180864,309606
73813,185598
219077,353794
161470,287188
151025,275062
88875,203190
293402,439917
275682,419461
141114,263613
30630,135551
10534,112269
109031,226455
302467,450424
268413,411045
133019,254275
153911,278379
178132,306424
224244,359732
5956,106975
223924,359356
227255,363235
84700,198267
90895,205534
288813,434591
171690,298980
176206,304178
19921,123233
250980,390408
192791,323576
60130,169724
72319,183869
171717,299010
185545,315090
274959,418690
189100,319236
171218,298430
46993,154432
131878,252953
176616,304660
281214,425787
293179,439651
111654,229537
214006,347986
32800,138012
193156,323996
263571,405171
160998,286637
254945,395004
218098,352680
275946,419754
114322,232582
173880,301508
82419,195585
16781,119568
72687,184284
177457,305646
132931,254180
199165,330899
177813,306059
225586,361293
127629,248021
83461,196803
168644,295483
83141,196430
13917,116227
96918,212506
37158,143041
253631,393481
23678,127551
108835,226229
219071,353788
302184,450093
41150,147644
276822,420796
181104,309883
252156,391762
271122,414307
4111,104806
183866,313115
51194,159279
272080,415417
160535,286099
65399,175850
163111,289104
181961,310911
274401,418068
236967,374472
298907,446278
4437,105186
64449,174737
304353,452617
259884,400742
61216,170992
270902,414048
246682,385478
38957,145117
274405,418072
58294,167577
41189,147686
29133,133842
113093,231167
9313,110828
236378,373788
1396,101637
139022,261201
194080,325048
255764,395955
216610,350986
161225,286903
305066,453444
52829,161188
178356,306678
203068,335415
207753,340801
277079,421099
44915,152031
6637,107746
129126,249778
199446,331225
883,101014
160225,285740
68880,179886
84189,197666
49750,157596
52635,160959
43800,150709
300008,447557
233436,370387
129734,250474
128682,249259
198413,330048
24613,128634
191278,321780
166460,292980
263692,405306
260831,401849
3894,104554
163789,289870
53433,161883
70650,181954
51529,159666
65548,176018
191600,322163
20421,123820
245786,384435
262039,403314
267111,409478
272217,415600
178471,306809
292654,439031
289226,435067
282580,427314
93641,208739
238891,376723
70630,181930
77415,189757
175069,302870
210040,343409
158374,283600
135642,257328
297916,445145
187018,316805
251919,391490
56106,165014
28945,133632
216560,350929
197603,329106
264434,406242
206492,339341
233561,370529
94038,209201
131642,252677
117589,236354
254328,394298
258008,398573
117697,236477
152479,276731
192561,323300
26460,130763
143532,266432
152054,276241
74122,185954
93073,208074
142165,264838
59383,168835
20459,123865
158530,283787
210887,344394
61576,171418
222402,357626
306021,454556
265170,407098
108247,225569
282357,427005
100723,216943
274625,418297
128470,249019
80724,193594
94621,209868
290645,436708
3968,104641
73742,185514
206100,338897
170787,297927
305355,453783
236321,373724
86055,199857
131369,252362
190279,320618
85881,199654
9972,111603
233476,370430
49442,157236
212557,346317
196812,328200
299032,446416
64632,174960
19167,122363
247737,386653
201728,333841
97561,213278
229539,365857
111679,229562
243938,382376
222273,357482
285452,430598
31097,136092
154179,278691
199558,331350
16391,119119
85095,198727
23829,127724
43791,150699
181256,310067
223230,358560
48530,156201
74580,186484
51312,159413
257988,398551
159301,284678
137026,258926
108514,225872
217462,351968
213216,347082
294967,441724
235246,372496
77813,190214
110004,227581
169941,296962
250346,389671
252202,391816
158062,283231
111282,229114
293841,440432
60059,169637
45122,152269
127374,247716
201309,333343
226529,362397
20254,123634
125553,245594
105076,221930
173064,300555
80242,193023
164183,290332
54887,163595
61561,171402
224477,359991
239696,377558
285506,430660
300743,448423
220103,354982
125642,245694
200781,332739
251619,391142
174101,301757
11860,113821
258307,398922
129417,250111
274561,418231
217346,351828
70866,182197
247134,385977
247876,386804
247625,386532
266273,408457
27343,131778
263906,405568
22778,126505
9487,111029
93133,208146
261223,402345
239748,377614
180664,309375
162177,288020
270817,413940
93395,208460
251162,390616
201284,333317
295550,442417
302757,450766
69237,180299
282948,427739
149723,273581
174566,302298
37436,143365
109502,226994
28019,132570
146267,269589
82945,196197
108328,225661
134685,256219
115829,234327
10933,112727
29880,134687
287486,433010
250453,389793
306293,454873
66112,176674
253585,393432
173832,301453
193097,323921
87438,201480
56415,165365
205392,338080
81680,194721
214399,348440
28412,133021
284993,430056
212701,346493
45174,152326
177587,305793
211884,345539
219397,354163
289934,435893
49837,157692
121705,241099
227509,363523
102328,218793
62883,172935
96329,211833
264549,406375
28271,132856
36117,141830
70043,181250
180281,308926
239678,377539
122776,242349
267584,410016
306154,454717
102410,218888
132974,254224
184618,313990
263879,405538
24133,128068
269047,411790
82693,195901
142140,264807
56918,165972
235642,372944
40380,146777
255156,395244
7819,109121
169892,296902
128107,248591
5264,106156
265238,407178
57816,167009
200428,332346
12275,114314
129990,250768
105573,222504
161759,287524
63348,173463
122074,241535
21159,124659
39003,145173
104627,221414
284404,429365
20139,123491
305153,453547
90869,205502
59784,169303
150064,273964
267916,410434
135603,257281
12329,114375
299251,446679
255348,395463
240602,378633
233841,370863
11893,113861
295275,442094
216179,350482
171020,298203
159879,285330
232134,368875
65454,175909
261245,402371
118765,237721
208616,341798
148029,271637
71452,182861
43221,150029
25508,129669
23420,127253
207226,340190
203460,335877
246769,385573
129918,250689
21164,124664
238157,375807
186035,315665
251478,390980
37738,143711
173545,301114
55796,164646
204550,337136
47970,155556
301973,449847
204263,336807
32044,137158
229848,366223
279141,423377
194162,325137
131839,252907
33727,139077
106418,223457
108949,226366
60013,169584
98669,214569
153714,278154
228970,365214
184437,313782
27689,132190
163696,289757
2327,102724
227117,363067
163030,289002
216725,351118
259999,400876
262705,404161
228813,365029
279354,423599
95700,211099
174712,302473
164484,290671
156133,280992
195668,326887
165319,291643
11010,112819
81396,194378
295440,442282
76981,189267
220220,355119
69224,180280
3837,104487
17181,120041
251985,391569
182706,311769
306214,454787
77575,189945
192818,323606
113716,231881
199218,330963
269755,412629
114985,233331
299344,446790
62545,172535
155058,279734
77766,190158
59289,168714
90973,205636
252923,392662
220228,355128
198247,329858
209485,342791
57768,166950
169465,296413
69619,180748
21355,124881
104871,221695
144717,267807
54783,163470
113996,232209
268239,410820
289061,434879
211974,345645
156102,280956
137630,259616
140805,263261
143897,266854
14946,117447
99989,216080
162051,287869
116519,235122
266207,408375
45841,153115
992,101148
96434,211949
258367,398995
118654,237595
168183,294950
233395,370336
276102,419960
54087,162662
111776,229676
192030,322675
36500,142277
101088,217369
174487,302205
111454,229314
213725,347654
53391,161835
202869,335171
107315,224511
278203,422334
254778,394816
49287,157054
267009,409356
173917,301551
257136,397563
204081,336599
19562,122808
172802,300246
282673,427410
79076,191662
236903,374398
217345,351827
272037,415372
226349,362178
193179,324021
78925,191489
198408,330042
61081,170833
53828,162364
167765,294469
215315,349494
147412,270920
207515,340527
110029,227614
78354,190832
73310,185004
260188,401109
163843,289931
149007,272761
160863,286480
164129,290271
107445,224657
81058,193979
113469,231597
169267,296186
173035,300522
20065,123407
67006,177699
89599,204024
149823,273692
233233,370147
133212,254500
111787,229689
207737,340785
119534,238613
265994,408133
102735,219258
215204,349367
165335,291663
136379,258186
176566,304602
159064,284400
207382,340362
219663,354475
182122,311089
13056,115218
86694,200620
194086,325054
57820,167013
2543,102965
147574,271113
201551,333638
93706,208812
120321,239513
233450,370402
116404,234987
254609,394626
269034,411777
226234,362036
132937,254186
126848,247110
249615,388811
130686,251578
198982,330695
109930,227494
155833,280636
82223,195352
195060,326187
1479,101739
90949,205604
54554,163205
246017,384705
260755,401762
295908,442833
89855,204333
156483,281387
264126,405853
247289,386139
265634,407666
17763,120711
84837,198430
213188,347050
252820,392543
156750,281687
61432,171246
257003,397406
281151,425724
271827,415159
65743,176234
51576,159723
286525,431853
27280,131703
79081,191667
141088,263579
45115,152259
26956,131332
179910,308490
70682,181989
219325,354073
52190,160436
117588,236353
87215,201220
61218,170994
27562,132038
14009,116331
233969,371016
215156,349312
223576,358957
266818,409119
46959,154393
292361,438691
59369,168815
173640,301229
172733,300162
161075,286728
92018,206857
185195,314674
256507,396823
228143,364255
299991,447536
47254,154719
257460,397936
259502,400316
189815,320084
200646,332588
286269,431549
222245,357449
33827,139194
42224,148876
22519,126207
133035,254292
35999,141701
8973,110440
106206,223225
222530,357765
80912,193812
166370,292876
12286,114328
47544,155070
187092,316889
86590,200485
224878,360473
301400,449175
148488,272168
194498,325530
79603,192278
172074,299419
176730,304798
298675,446018
70229,181466
62966,173038
165426,291770
72072,183586
32862,138082
88713,203003
86287,200141
154218,278736
32445,137608
96412,211926
91798,206598
280711,425188
161025,286666
191531,322081
277244,421265
101903,218309
125005,244969
158375,283601
136211,257995
223817,359231
85795,199554
162735,288658
280007,424420
23917,127820
25212,129324
225779,361510
267623,410064
41066,147557
153725,278166
39105,145286
2363,102765
